question_id,provider,char_len,has_citation
8d64bde2-0d15-41e1-b4fc-bdd7cd2a2c9e,openevidence,6763,0
8e7913d6-d335-4e68-a5c5-37fe0d15dde8,claude-opus-4-8,3312,0
8e7913d6-d335-4e68-a5c5-37fe0d15dde8,gemini-3.1-pro,3899,0
8e7913d6-d335-4e68-a5c5-37fe0d15dde8,gpt-5.5,2905,0
8e7913d6-d335-4e68-a5c5-37fe0d15dde8,openevidence,3102,0
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,2837,0
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,4544,0
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,2811,0
900ea1a4-a512-47a7-a06b-1906b0b25798,openevidence,3142,0
9156bbf1-ee52-4a99-9da5-de700f883b5c,claude-opus-4-8,1656,0
9156bbf1-ee52-4a99-9da5-de700f883b5c,gemini-3.1-pro,2202,0
9156bbf1-ee52-4a99-9da5-de700f883b5c,gpt-5.5,865,0
9156bbf1-ee52-4a99-9da5-de700f883b5c,openevidence,2456,0
953c79e2-48c9-47cc-a6a6-8eb6236c46d5,claude-opus-4-8,4810,0
953c79e2-48c9-47cc-a6a6-8eb6236c46d5,gemini-3.1-pro,3981,0
953c79e2-48c9-47cc-a6a6-8eb6236c46d5,gpt-5.5,2472,0
953c79e2-48c9-47cc-a6a6-8eb6236c46d5,openevidence,4868,1
96d3c58d-c095-4a6b-bdfd-8427e6441bbc,claude-opus-4-8,1219,0
96d3c58d-c095-4a6b-bdfd-8427e6441bbc,gemini-3.1-pro,2187,0
96d3c58d-c095-4a6b-bdfd-8427e6441bbc,gpt-5.5,867,0
96d3c58d-c095-4a6b-bdfd-8427e6441bbc,openevidence,6250,1
96d8a8cc-2e16-44df-a30a-24d358dc5af3,claude-opus-4-8,3261,0
96d8a8cc-2e16-44df-a30a-24d358dc5af3,gemini-3.1-pro,2568,0
96d8a8cc-2e16-44df-a30a-24d358dc5af3,gpt-5.5,1839,0
96d8a8cc-2e16-44df-a30a-24d358dc5af3,openevidence,3385,1
985c8362-cfee-4ecb-bbb7-76e1181e2052,claude-opus-4-8,6531,0
985c8362-cfee-4ecb-bbb7-76e1181e2052,gemini-3.1-pro,4137,0
985c8362-cfee-4ecb-bbb7-76e1181e2052,gpt-5.5,4897,0
985c8362-cfee-4ecb-bbb7-76e1181e2052,openevidence,3885,0
9b1a4758-2998-48d4-8622-cd8eee6b8424,claude-opus-4-8,1736,0
9b1a4758-2998-48d4-8622-cd8eee6b8424,gemini-3.1-pro,3172,0
9b1a4758-2998-48d4-8622-cd8eee6b8424,gpt-5.5,1446,0
9b1a4758-2998-48d4-8622-cd8eee6b8424,openevidence,3634,0
a1b4263c-ce32-4dd9-b527-546fae55dad5,claude-opus-4-8,2621,0
a1b4263c-ce32-4dd9-b527-546fae55dad5,gemini-3.1-pro,4098,0
a1b4263c-ce32-4dd9-b527-546fae55dad5,gpt-5.5,3049,0
a1b4263c-ce32-4dd9-b527-546fae55dad5,openevidence,4337,1
a307ecd3-8b12-458f-9a46-d92d6d6dd77e,claude-opus-4-8,2895,0
a307ecd3-8b12-458f-9a46-d92d6d6dd77e,gemini-3.1-pro,2107,0
a307ecd3-8b12-458f-9a46-d92d6d6dd77e,gpt-5.5,798,0
a307ecd3-8b12-458f-9a46-d92d6d6dd77e,openevidence,2525,0
a686b2b7-449b-4051-903f-95f354b8ee75,claude-opus-4-8,6758,0
a686b2b7-449b-4051-903f-95f354b8ee75,gemini-3.1-pro,3527,0
a686b2b7-449b-4051-903f-95f354b8ee75,gpt-5.5,2812,0
a686b2b7-449b-4051-903f-95f354b8ee75,openevidence,4040,1
a8af8cf1-9aa3-4d34-b394-81c56de4f34f,claude-opus-4-8,2971,0
a8af8cf1-9aa3-4d34-b394-81c56de4f34f,gemini-3.1-pro,1941,0
a8af8cf1-9aa3-4d34-b394-81c56de4f34f,gpt-5.5,1721,0
a8af8cf1-9aa3-4d34-b394-81c56de4f34f,openevidence,2187,0
abffccdc-6b6e-47c5-91ce-f6ea80cc3097,claude-opus-4-8,2686,0
abffccdc-6b6e-47c5-91ce-f6ea80cc3097,gemini-3.1-pro,3041,0
abffccdc-6b6e-47c5-91ce-f6ea80cc3097,gpt-5.5,1713,0
abffccdc-6b6e-47c5-91ce-f6ea80cc3097,openevidence,2622,0
ac51f7e3-f29a-4058-8065-e8e0e555d655,claude-opus-4-8,2546,0
ac51f7e3-f29a-4058-8065-e8e0e555d655,gemini-3.1-pro,4137,0
ac51f7e3-f29a-4058-8065-e8e0e555d655,gpt-5.5,3124,0
ac51f7e3-f29a-4058-8065-e8e0e555d655,openevidence,3526,0
ae46bee7-30c2-4bed-bbe5-007f54101465,claude-opus-4-8,3167,0
ae46bee7-30c2-4bed-bbe5-007f54101465,gemini-3.1-pro,3131,0
ae46bee7-30c2-4bed-bbe5-007f54101465,gpt-5.5,1554,0
ae46bee7-30c2-4bed-bbe5-007f54101465,openevidence,3595,1
b1099d8e-8795-40a7-ac53-cfea4cba2eb7,claude-opus-4-8,2445,0
b1099d8e-8795-40a7-ac53-cfea4cba2eb7,gemini-3.1-pro,2960,0
b1099d8e-8795-40a7-ac53-cfea4cba2eb7,gpt-5.5,922,0
b1099d8e-8795-40a7-ac53-cfea4cba2eb7,openevidence,2180,1
b1feb93d-6c48-42fd-8108-f5d077787541,claude-opus-4-8,5370,0
b1feb93d-6c48-42fd-8108-f5d077787541,gemini-3.1-pro,2678,0
b1feb93d-6c48-42fd-8108-f5d077787541,gpt-5.5,2061,0
b1feb93d-6c48-42fd-8108-f5d077787541,openevidence,4059,0
b4196982-9a4c-4de8-b2d6-58157ec49854,claude-opus-4-8,4205,0
b4196982-9a4c-4de8-b2d6-58157ec49854,gemini-3.1-pro,2497,0
b4196982-9a4c-4de8-b2d6-58157ec49854,gpt-5.5,2858,0
b4196982-9a4c-4de8-b2d6-58157ec49854,openevidence,4590,0
b42a274a-6131-4ade-aecb-63307cb24ad7,claude-opus-4-8,4794,0
b42a274a-6131-4ade-aecb-63307cb24ad7,gemini-3.1-pro,4371,0
b42a274a-6131-4ade-aecb-63307cb24ad7,gpt-5.5,2552,0
b42a274a-6131-4ade-aecb-63307cb24ad7,openevidence,4085,0
b58d359e-6bda-41de-aa65-b912804491ad,claude-opus-4-8,3021,0
b58d359e-6bda-41de-aa65-b912804491ad,gemini-3.1-pro,3870,0
b58d359e-6bda-41de-aa65-b912804491ad,gpt-5.5,1783,0
b58d359e-6bda-41de-aa65-b912804491ad,openevidence,4958,0
b8490878-7890-4935-b29d-7bb0e83703b7,claude-opus-4-8,6000,0
b8490878-7890-4935-b29d-7bb0e83703b7,gemini-3.1-pro,4422,0
b8490878-7890-4935-b29d-7bb0e83703b7,gpt-5.5,3978,0
b8490878-7890-4935-b29d-7bb0e83703b7,openevidence,6852,1
b8e77a45-ea26-4c57-b156-b33a28d93878,claude-opus-4-8,6750,0
b8e77a45-ea26-4c57-b156-b33a28d93878,gemini-3.1-pro,4102,0
b8e77a45-ea26-4c57-b156-b33a28d93878,gpt-5.5,3793,0
b8e77a45-ea26-4c57-b156-b33a28d93878,openevidence,4464,1
b9fe2253-4f5c-4891-99af-2020bd6a7220,claude-opus-4-8,3176,0
b9fe2253-4f5c-4891-99af-2020bd6a7220,gemini-3.1-pro,4630,0
b9fe2253-4f5c-4891-99af-2020bd6a7220,gpt-5.5,5245,0
b9fe2253-4f5c-4891-99af-2020bd6a7220,openevidence,6313,1
ba5ee80f-e041-45fc-ad96-062c55f1be58,claude-opus-4-8,3638,0
ba5ee80f-e041-45fc-ad96-062c55f1be58,gemini-3.1-pro,4122,0
ba5ee80f-e041-45fc-ad96-062c55f1be58,gpt-5.5,2576,0
ba5ee80f-e041-45fc-ad96-062c55f1be58,openevidence,4339,0
bd4bb448-0e7f-40a6-a90e-fc4134010942,claude-opus-4-8,2436,0
bd4bb448-0e7f-40a6-a90e-fc4134010942,gemini-3.1-pro,3603,0
bd4bb448-0e7f-40a6-a90e-fc4134010942,gpt-5.5,2122,0
bd4bb448-0e7f-40a6-a90e-fc4134010942,openevidence,2668,0
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,2761,0
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,3573,0
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,2866,0
be663bf0-f714-4935-a3e1-3aa4db45450a,openevidence,3511,0
beac65ee-72dd-4271-b9a0-62f8eeb465ca,claude-opus-4-8,6731,0
beac65ee-72dd-4271-b9a0-62f8eeb465ca,gemini-3.1-pro,4083,0
beac65ee-72dd-4271-b9a0-62f8eeb465ca,gpt-5.5,3555,0
beac65ee-72dd-4271-b9a0-62f8eeb465ca,openevidence,4067,1
beef50e5-907f-4d64-80db-defd901eb932,claude-opus-4-8,2341,0
beef50e5-907f-4d64-80db-defd901eb932,gemini-3.1-pro,3386,0
beef50e5-907f-4d64-80db-defd901eb932,gpt-5.5,1666,0
beef50e5-907f-4d64-80db-defd901eb932,openevidence,3934,1
befebf10-8802-4670-9060-8364a13f56c0,claude-opus-4-8,2691,0
befebf10-8802-4670-9060-8364a13f56c0,gemini-3.1-pro,3564,0
befebf10-8802-4670-9060-8364a13f56c0,gpt-5.5,1914,0
befebf10-8802-4670-9060-8364a13f56c0,openevidence,4174,0
bf576e31-2363-4e72-a792-9c1470294288,claude-opus-4-8,4232,0
bf576e31-2363-4e72-a792-9c1470294288,gemini-3.1-pro,4735,0
bf576e31-2363-4e72-a792-9c1470294288,gpt-5.5,3961,0
bf576e31-2363-4e72-a792-9c1470294288,openevidence,3917,0
c0be7071-1914-44b6-8119-39756aa1b222,claude-opus-4-8,2471,0
c0be7071-1914-44b6-8119-39756aa1b222,gemini-3.1-pro,2947,0
c0be7071-1914-44b6-8119-39756aa1b222,gpt-5.5,1769,0
c0be7071-1914-44b6-8119-39756aa1b222,openevidence,6860,1
c1c5da1d-c36a-49da-b541-190aa546fbcf,claude-opus-4-8,7805,0
c1c5da1d-c36a-49da-b541-190aa546fbcf,gemini-3.1-pro,5459,0
c1c5da1d-c36a-49da-b541-190aa546fbcf,gpt-5.5,5860,0
c1c5da1d-c36a-49da-b541-190aa546fbcf,openevidence,4867,0
c451e0b6-9a95-4a63-bf0c-debab8d541fc,claude-opus-4-8,2540,0
c451e0b6-9a95-4a63-bf0c-debab8d541fc,gemini-3.1-pro,1902,0
c451e0b6-9a95-4a63-bf0c-debab8d541fc,gpt-5.5,867,0
c451e0b6-9a95-4a63-bf0c-debab8d541fc,openevidence,2266,0
c4df5941-fed0-4e4f-b8d6-3fd00b874c33,claude-opus-4-8,4233,0
c4df5941-fed0-4e4f-b8d6-3fd00b874c33,gemini-3.1-pro,3711,0
c4df5941-fed0-4e4f-b8d6-3fd00b874c33,gpt-5.5,1476,0
c4df5941-fed0-4e4f-b8d6-3fd00b874c33,openevidence,4940,1
c5e12e23-3b27-4150-a97b-ac43840d293f,claude-opus-4-8,6261,0
c5e12e23-3b27-4150-a97b-ac43840d293f,gemini-3.1-pro,3997,0
c5e12e23-3b27-4150-a97b-ac43840d293f,gpt-5.5,2591,0
c5e12e23-3b27-4150-a97b-ac43840d293f,openevidence,5210,1
c8685308-18e5-4e05-a623-bbb69432b018,claude-opus-4-8,2074,0
c8685308-18e5-4e05-a623-bbb69432b018,gemini-3.1-pro,2009,0
c8685308-18e5-4e05-a623-bbb69432b018,gpt-5.5,998,0
c8685308-18e5-4e05-a623-bbb69432b018,openevidence,2501,0
c86e6411-330d-4f51-84bf-6f9ff967b729,claude-opus-4-8,2498,0
c86e6411-330d-4f51-84bf-6f9ff967b729,gemini-3.1-pro,4005,0
c86e6411-330d-4f51-84bf-6f9ff967b729,gpt-5.5,1009,0
c86e6411-330d-4f51-84bf-6f9ff967b729,openevidence,3432,0
c9408057-7857-4467-b84c-886415cc707c,claude-opus-4-8,2868,0
c9408057-7857-4467-b84c-886415cc707c,gemini-3.1-pro,2890,0
c9408057-7857-4467-b84c-886415cc707c,gpt-5.5,1571,0
c9408057-7857-4467-b84c-886415cc707c,openevidence,3067,0
c9f8bf8c-7960-4553-920c-696d7b88da0f,claude-opus-4-8,5424,0
c9f8bf8c-7960-4553-920c-696d7b88da0f,gemini-3.1-pro,3974,0
c9f8bf8c-7960-4553-920c-696d7b88da0f,gpt-5.5,3178,0
c9f8bf8c-7960-4553-920c-696d7b88da0f,openevidence,3939,0
cb0eb568-aec2-4434-acfc-274faf3b9c68,claude-opus-4-8,5777,0
cb0eb568-aec2-4434-acfc-274faf3b9c68,gemini-3.1-pro,5262,0
cb0eb568-aec2-4434-acfc-274faf3b9c68,gpt-5.5,5057,0
cb0eb568-aec2-4434-acfc-274faf3b9c68,openevidence,5719,0
cb1ed4c8-db36-405f-bd08-d3997dbb4f49,claude-opus-4-8,3689,0
cb1ed4c8-db36-405f-bd08-d3997dbb4f49,gemini-3.1-pro,2393,0
cb1ed4c8-db36-405f-bd08-d3997dbb4f49,gpt-5.5,919,0
cb1ed4c8-db36-405f-bd08-d3997dbb4f49,openevidence,3601,1
cdfb211f-1283-4e0b-ac59-95e02134c8d5,claude-opus-4-8,3277,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gemini-3.1-pro,2698,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,gpt-5.5,1746,0
cdfb211f-1283-4e0b-ac59-95e02134c8d5,openevidence,2665,0
d10dc8d4-b911-4085-8da6-0baaf85be9f8,claude-opus-4-8,5946,0
d10dc8d4-b911-4085-8da6-0baaf85be9f8,gemini-3.1-pro,3954,0
d10dc8d4-b911-4085-8da6-0baaf85be9f8,gpt-5.5,3656,0
d10dc8d4-b911-4085-8da6-0baaf85be9f8,openevidence,3343,0
d343c40f-953b-43f0-b6d6-122758eda331,claude-opus-4-8,3132,0
d343c40f-953b-43f0-b6d6-122758eda331,gemini-3.1-pro,2007,0
d343c40f-953b-43f0-b6d6-122758eda331,gpt-5.5,1634,0
d343c40f-953b-43f0-b6d6-122758eda331,openevidence,3385,0
d4e918f5-20be-4b6e-b84c-79f90ba8305c,claude-opus-4-8,3061,0
d4e918f5-20be-4b6e-b84c-79f90ba8305c,gemini-3.1-pro,3753,0
d4e918f5-20be-4b6e-b84c-79f90ba8305c,gpt-5.5,2614,0
d4e918f5-20be-4b6e-b84c-79f90ba8305c,openevidence,3541,0
d54b653a-cb82-446d-8b56-850d7c8f4716,claude-opus-4-8,2243,0
d54b653a-cb82-446d-8b56-850d7c8f4716,gemini-3.1-pro,1694,0
d54b653a-cb82-446d-8b56-850d7c8f4716,gpt-5.5,1683,0
d54b653a-cb82-446d-8b56-850d7c8f4716,openevidence,2407,0
d82bf66f-37d1-4442-b3b8-447148b4b44c,claude-opus-4-8,2462,0
d82bf66f-37d1-4442-b3b8-447148b4b44c,gemini-3.1-pro,2153,0
d82bf66f-37d1-4442-b3b8-447148b4b44c,gpt-5.5,1592,0
d82bf66f-37d1-4442-b3b8-447148b4b44c,openevidence,2692,0
d8db9dc5-effd-4776-9a8c-1a6a5c490ab5,claude-opus-4-8,6874,0
d8db9dc5-effd-4776-9a8c-1a6a5c490ab5,gemini-3.1-pro,4083,0
d8db9dc5-effd-4776-9a8c-1a6a5c490ab5,gpt-5.5,2502,0
d8db9dc5-effd-4776-9a8c-1a6a5c490ab5,openevidence,5907,0
da4aa6c3-a1ea-4f7a-bb24-826a7f469464,claude-opus-4-8,2878,0
da4aa6c3-a1ea-4f7a-bb24-826a7f469464,gemini-3.1-pro,3378,0
da4aa6c3-a1ea-4f7a-bb24-826a7f469464,gpt-5.5,1800,0
da4aa6c3-a1ea-4f7a-bb24-826a7f469464,openevidence,3625,0
dc3106bf-b213-40a4-bf94-53219b484539,claude-opus-4-8,2393,0
dc3106bf-b213-40a4-bf94-53219b484539,gemini-3.1-pro,4189,0
dc3106bf-b213-40a4-bf94-53219b484539,gpt-5.5,2141,0
dc3106bf-b213-40a4-bf94-53219b484539,openevidence,3619,0
de9a9028-d1ae-4d49-8d62-4d75566539f1,claude-opus-4-8,3395,0
de9a9028-d1ae-4d49-8d62-4d75566539f1,gemini-3.1-pro,4929,0
de9a9028-d1ae-4d49-8d62-4d75566539f1,gpt-5.5,4771,0
de9a9028-d1ae-4d49-8d62-4d75566539f1,openevidence,5358,0
df0a6bd4-a78d-4a85-96f0-d16006495e55,claude-opus-4-8,2816,0
df0a6bd4-a78d-4a85-96f0-d16006495e55,gemini-3.1-pro,4234,0
df0a6bd4-a78d-4a85-96f0-d16006495e55,gpt-5.5,2406,0
df0a6bd4-a78d-4a85-96f0-d16006495e55,openevidence,5227,1
e0b70de8-607c-4d45-8d26-1232593d2f02,claude-opus-4-8,4877,0
e0b70de8-607c-4d45-8d26-1232593d2f02,gemini-3.1-pro,3810,0
e0b70de8-607c-4d45-8d26-1232593d2f02,gpt-5.5,2239,0
e0b70de8-607c-4d45-8d26-1232593d2f02,openevidence,3721,0
e5e43dd9-5bb5-446d-bd7a-51c1d5b6ca73,claude-opus-4-8,2374,0
e5e43dd9-5bb5-446d-bd7a-51c1d5b6ca73,gemini-3.1-pro,3034,0
e5e43dd9-5bb5-446d-bd7a-51c1d5b6ca73,gpt-5.5,1208,0
e5e43dd9-5bb5-446d-bd7a-51c1d5b6ca73,openevidence,3897,1
eac7a738-fbad-4690-8d77-2c406d42e1e9,claude-opus-4-8,2839,0
eac7a738-fbad-4690-8d77-2c406d42e1e9,gemini-3.1-pro,2964,0
eac7a738-fbad-4690-8d77-2c406d42e1e9,gpt-5.5,2162,0
eac7a738-fbad-4690-8d77-2c406d42e1e9,openevidence,4744,1
eade6fe8-cff6-4435-9603-167196aa9bec,claude-opus-4-8,57,0
eade6fe8-cff6-4435-9603-167196aa9bec,gemini-3.1-pro,5636,0
eade6fe8-cff6-4435-9603-167196aa9bec,gpt-5.5,4379,0
eade6fe8-cff6-4435-9603-167196aa9bec,openevidence,4509,1
ebc1f639-9d78-4952-a0cb-f524aae0a8db,claude-opus-4-8,2329,0
ebc1f639-9d78-4952-a0cb-f524aae0a8db,gemini-3.1-pro,4124,0
ebc1f639-9d78-4952-a0cb-f524aae0a8db,gpt-5.5,3836,0
ebc1f639-9d78-4952-a0cb-f524aae0a8db,openevidence,3122,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,claude-opus-4-8,10414,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gemini-3.1-pro,6754,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,gpt-5.5,12882,0
ed62079f-c3ea-4fd3-8715-c7b47a9bf695,openevidence,5466,0
ef3b0a79-41d9-4bd8-9ec3-ddd5846549bb,claude-opus-4-8,2448,0
ef3b0a79-41d9-4bd8-9ec3-ddd5846549bb,gemini-3.1-pro,5087,0
ef3b0a79-41d9-4bd8-9ec3-ddd5846549bb,gpt-5.5,3137,0
ef3b0a79-41d9-4bd8-9ec3-ddd5846549bb,openevidence,3274,0
f6b9965e-a534-47d6-91d5-f4bf6f6b4e87,claude-opus-4-8,5714,0
f6b9965e-a534-47d6-91d5-f4bf6f6b4e87,gemini-3.1-pro,4650,0
f6b9965e-a534-47d6-91d5-f4bf6f6b4e87,gpt-5.5,3098,0
f6b9965e-a534-47d6-91d5-f4bf6f6b4e87,openevidence,3001,0
fd9d6e48-710a-45c4-a8bc-be35c89ef707,claude-opus-4-8,4293,0
fd9d6e48-710a-45c4-a8bc-be35c89ef707,gemini-3.1-pro,4033,0
fd9d6e48-710a-45c4-a8bc-be35c89ef707,gpt-5.5,2720,0
fd9d6e48-710a-45c4-a8bc-be35c89ef707,openevidence,3977,1
fe83b81a-c6ae-42bf-9409-856929a0fce9,claude-opus-4-8,2343,0
fe83b81a-c6ae-42bf-9409-856929a0fce9,gemini-3.1-pro,2585,0
fe83b81a-c6ae-42bf-9409-856929a0fce9,gpt-5.5,558,0
fe83b81a-c6ae-42bf-9409-856929a0fce9,openevidence,1863,0
ffd0328e-8f67-4ea7-9c97-2ec6aeef20c6,claude-opus-4-8,3221,0
ffd0328e-8f67-4ea7-9c97-2ec6aeef20c6,gemini-3.1-pro,4204,0
ffd0328e-8f67-4ea7-9c97-2ec6aeef20c6,gpt-5.5,5113,0
ffd0328e-8f67-4ea7-9c97-2ec6aeef20c6,openevidence,4796,1
