question_id,opponent,axis,n_votes,mean_vote
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,completeness,2,0.5
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,source_quality,2,1.0
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,verifiability,2,0.0
09eb1da3-5617-4828-91ea-e6b60124e4c6,claude-opus-4-8,accuracy,1,0.0
09eb1da3-5617-4828-91ea-e6b60124e4c6,claude-opus-4-8,clinical_utility,1,-1.0
09eb1da3-5617-4828-91ea-e6b60124e4c6,claude-opus-4-8,completeness,1,-1.0
09eb1da3-5617-4828-91ea-e6b60124e4c6,claude-opus-4-8,source_quality,1,-1.0
09eb1da3-5617-4828-91ea-e6b60124e4c6,claude-opus-4-8,verifiability,1,0.0
0a3b4680-fbb8-4715-82c9-b160c31f40cf,claude-opus-4-8,accuracy,2,0.0
0a3b4680-fbb8-4715-82c9-b160c31f40cf,claude-opus-4-8,clinical_utility,2,-0.5
0a3b4680-fbb8-4715-82c9-b160c31f40cf,claude-opus-4-8,completeness,2,0.5
0a3b4680-fbb8-4715-82c9-b160c31f40cf,claude-opus-4-8,source_quality,2,0.5
0a3b4680-fbb8-4715-82c9-b160c31f40cf,claude-opus-4-8,verifiability,2,0.5
0a3b4680-fbb8-4715-82c9-b160c31f40cf,gemini-3.1-pro,accuracy,1,1.0
0a3b4680-fbb8-4715-82c9-b160c31f40cf,gemini-3.1-pro,clinical_utility,1,1.0
0a3b4680-fbb8-4715-82c9-b160c31f40cf,gemini-3.1-pro,completeness,1,1.0
0a3b4680-fbb8-4715-82c9-b160c31f40cf,gemini-3.1-pro,source_quality,1,1.0
0a3b4680-fbb8-4715-82c9-b160c31f40cf,gemini-3.1-pro,verifiability,1,-1.0
0ac30fd8-812e-47d4-a935-a56e76628da2,claude-opus-4-8,accuracy,2,-0.5
0ac30fd8-812e-47d4-a935-a56e76628da2,claude-opus-4-8,clinical_utility,2,-0.5
0ac30fd8-812e-47d4-a935-a56e76628da2,claude-opus-4-8,completeness,2,0.0
0ac30fd8-812e-47d4-a935-a56e76628da2,claude-opus-4-8,source_quality,2,-0.5
0ac30fd8-812e-47d4-a935-a56e76628da2,claude-opus-4-8,verifiability,2,-0.5
0ac30fd8-812e-47d4-a935-a56e76628da2,gpt-5.5,accuracy,1,1.0
0ac30fd8-812e-47d4-a935-a56e76628da2,gpt-5.5,clinical_utility,1,1.0
0ac30fd8-812e-47d4-a935-a56e76628da2,gpt-5.5,completeness,1,1.0
0ac30fd8-812e-47d4-a935-a56e76628da2,gpt-5.5,source_quality,1,1.0
0ac30fd8-812e-47d4-a935-a56e76628da2,gpt-5.5,verifiability,1,1.0
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,claude-opus-4-8,accuracy,1,0.0
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,claude-opus-4-8,clinical_utility,1,-1.0
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,claude-opus-4-8,completeness,1,-1.0
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,claude-opus-4-8,source_quality,1,-1.0
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,claude-opus-4-8,verifiability,1,1.0
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,gemini-3.1-pro,accuracy,1,-1.0
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,gemini-3.1-pro,clinical_utility,1,-1.0
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,gemini-3.1-pro,completeness,1,-1.0
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,gemini-3.1-pro,source_quality,1,-1.0
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,gemini-3.1-pro,verifiability,1,-1.0
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,gpt-5.5,accuracy,2,0.5
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,gpt-5.5,clinical_utility,2,1.0
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,gpt-5.5,completeness,2,0.5
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,gpt-5.5,source_quality,2,0.0
0aeb04eb-d68b-4ba2-9094-57e1c1f619a2,gpt-5.5,verifiability,2,0.5
0af6483c-5d9e-4243-a16d-d3a0070417d3,claude-opus-4-8,accuracy,1,-1.0
0af6483c-5d9e-4243-a16d-d3a0070417d3,claude-opus-4-8,clinical_utility,1,-1.0
0af6483c-5d9e-4243-a16d-d3a0070417d3,claude-opus-4-8,completeness,1,-1.0
0af6483c-5d9e-4243-a16d-d3a0070417d3,claude-opus-4-8,source_quality,1,-1.0
0af6483c-5d9e-4243-a16d-d3a0070417d3,claude-opus-4-8,verifiability,1,0.0
0af6483c-5d9e-4243-a16d-d3a0070417d3,gemini-3.1-pro,accuracy,1,1.0
0af6483c-5d9e-4243-a16d-d3a0070417d3,gemini-3.1-pro,clinical_utility,1,1.0
0af6483c-5d9e-4243-a16d-d3a0070417d3,gemini-3.1-pro,completeness,1,1.0
0af6483c-5d9e-4243-a16d-d3a0070417d3,gemini-3.1-pro,source_quality,1,1.0
0af6483c-5d9e-4243-a16d-d3a0070417d3,gemini-3.1-pro,verifiability,1,0.0
0af6483c-5d9e-4243-a16d-d3a0070417d3,gpt-5.5,accuracy,2,-0.5
0af6483c-5d9e-4243-a16d-d3a0070417d3,gpt-5.5,clinical_utility,2,-0.5
0af6483c-5d9e-4243-a16d-d3a0070417d3,gpt-5.5,completeness,2,-1.0
0af6483c-5d9e-4243-a16d-d3a0070417d3,gpt-5.5,source_quality,2,-1.0
0af6483c-5d9e-4243-a16d-d3a0070417d3,gpt-5.5,verifiability,2,-1.0
0afd577c-9cfe-42c9-ba57-e2fe3edabfc1,gpt-5.5,accuracy,1,0.0
0afd577c-9cfe-42c9-ba57-e2fe3edabfc1,gpt-5.5,clinical_utility,1,1.0
0afd577c-9cfe-42c9-ba57-e2fe3edabfc1,gpt-5.5,completeness,1,1.0
0afd577c-9cfe-42c9-ba57-e2fe3edabfc1,gpt-5.5,source_quality,1,0.0
0afd577c-9cfe-42c9-ba57-e2fe3edabfc1,gpt-5.5,verifiability,1,1.0
0b2881a1-e68e-44bf-98d4-957aa3d68f3f,gpt-5.5,accuracy,3,1.0
0b2881a1-e68e-44bf-98d4-957aa3d68f3f,gpt-5.5,clinical_utility,3,0.6666666666666666
0b2881a1-e68e-44bf-98d4-957aa3d68f3f,gpt-5.5,completeness,3,0.3333333333333333
0b2881a1-e68e-44bf-98d4-957aa3d68f3f,gpt-5.5,source_quality,3,1.0
0b2881a1-e68e-44bf-98d4-957aa3d68f3f,gpt-5.5,verifiability,3,1.0
0b6252d5-50d7-4cca-b962-4546fe1b056b,claude-opus-4-8,accuracy,1,1.0
0b6252d5-50d7-4cca-b962-4546fe1b056b,claude-opus-4-8,clinical_utility,1,-1.0
0b6252d5-50d7-4cca-b962-4546fe1b056b,claude-opus-4-8,completeness,1,-1.0
0b6252d5-50d7-4cca-b962-4546fe1b056b,claude-opus-4-8,source_quality,1,1.0
0b6252d5-50d7-4cca-b962-4546fe1b056b,claude-opus-4-8,verifiability,1,1.0
0b6252d5-50d7-4cca-b962-4546fe1b056b,gemini-3.1-pro,accuracy,1,0.0
0b6252d5-50d7-4cca-b962-4546fe1b056b,gemini-3.1-pro,clinical_utility,1,1.0
0b6252d5-50d7-4cca-b962-4546fe1b056b,gemini-3.1-pro,completeness,1,1.0
0b6252d5-50d7-4cca-b962-4546fe1b056b,gemini-3.1-pro,source_quality,1,1.0
0b6252d5-50d7-4cca-b962-4546fe1b056b,gemini-3.1-pro,verifiability,1,1.0
0b6e709d-f977-425b-9b49-bee78e6a7023,gpt-5.5,accuracy,1,0.0
0b6e709d-f977-425b-9b49-bee78e6a7023,gpt-5.5,clinical_utility,1,1.0
0b6e709d-f977-425b-9b49-bee78e6a7023,gpt-5.5,completeness,1,0.0
0b6e709d-f977-425b-9b49-bee78e6a7023,gpt-5.5,source_quality,1,1.0
0b6e709d-f977-425b-9b49-bee78e6a7023,gpt-5.5,verifiability,1,0.0
0bcd724e-30ba-41ed-96b6-f1594d5eb192,gemini-3.1-pro,accuracy,2,0.5
0bcd724e-30ba-41ed-96b6-f1594d5eb192,gemini-3.1-pro,clinical_utility,2,1.0
0bcd724e-30ba-41ed-96b6-f1594d5eb192,gemini-3.1-pro,completeness,2,0.0
0bcd724e-30ba-41ed-96b6-f1594d5eb192,gemini-3.1-pro,source_quality,2,0.0
0bcd724e-30ba-41ed-96b6-f1594d5eb192,gemini-3.1-pro,verifiability,2,0.0
0c75dcf8-97ac-4ad7-bef0-13822cfcec42,claude-opus-4-8,accuracy,1,-1.0
0c75dcf8-97ac-4ad7-bef0-13822cfcec42,claude-opus-4-8,clinical_utility,1,-1.0
0c75dcf8-97ac-4ad7-bef0-13822cfcec42,claude-opus-4-8,completeness,1,-1.0
0c75dcf8-97ac-4ad7-bef0-13822cfcec42,claude-opus-4-8,source_quality,1,1.0
0c75dcf8-97ac-4ad7-bef0-13822cfcec42,claude-opus-4-8,verifiability,1,0.0
0c75dcf8-97ac-4ad7-bef0-13822cfcec42,gemini-3.1-pro,accuracy,2,1.0
0c75dcf8-97ac-4ad7-bef0-13822cfcec42,gemini-3.1-pro,clinical_utility,2,1.0
0c75dcf8-97ac-4ad7-bef0-13822cfcec42,gemini-3.1-pro,completeness,2,1.0
0c75dcf8-97ac-4ad7-bef0-13822cfcec42,gemini-3.1-pro,source_quality,2,0.5
0c75dcf8-97ac-4ad7-bef0-13822cfcec42,gemini-3.1-pro,verifiability,2,-0.5
0cc25bb6-21af-4f52-bcc6-4c61b7422aa3,claude-opus-4-8,accuracy,2,0.5
0cc25bb6-21af-4f52-bcc6-4c61b7422aa3,claude-opus-4-8,clinical_utility,2,0.0
0cc25bb6-21af-4f52-bcc6-4c61b7422aa3,claude-opus-4-8,completeness,2,0.5
0cc25bb6-21af-4f52-bcc6-4c61b7422aa3,claude-opus-4-8,source_quality,2,0.0
0cc25bb6-21af-4f52-bcc6-4c61b7422aa3,claude-opus-4-8,verifiability,2,0.0
0cc25bb6-21af-4f52-bcc6-4c61b7422aa3,gpt-5.5,accuracy,2,0.5
0cc25bb6-21af-4f52-bcc6-4c61b7422aa3,gpt-5.5,clinical_utility,2,1.0
0cc25bb6-21af-4f52-bcc6-4c61b7422aa3,gpt-5.5,completeness,2,1.0
0cc25bb6-21af-4f52-bcc6-4c61b7422aa3,gpt-5.5,source_quality,2,1.0
0cc25bb6-21af-4f52-bcc6-4c61b7422aa3,gpt-5.5,verifiability,2,1.0
0d4c2cdd-bbe3-46bf-bf8e-b13925729f31,claude-opus-4-8,accuracy,1,1.0
0d4c2cdd-bbe3-46bf-bf8e-b13925729f31,claude-opus-4-8,clinical_utility,1,1.0
0d4c2cdd-bbe3-46bf-bf8e-b13925729f31,claude-opus-4-8,completeness,1,1.0
0d4c2cdd-bbe3-46bf-bf8e-b13925729f31,claude-opus-4-8,source_quality,1,1.0
0d4c2cdd-bbe3-46bf-bf8e-b13925729f31,claude-opus-4-8,verifiability,1,1.0
0d4c2cdd-bbe3-46bf-bf8e-b13925729f31,gemini-3.1-pro,accuracy,1,1.0
0d4c2cdd-bbe3-46bf-bf8e-b13925729f31,gemini-3.1-pro,clinical_utility,1,1.0
0d4c2cdd-bbe3-46bf-bf8e-b13925729f31,gemini-3.1-pro,completeness,1,1.0
0d4c2cdd-bbe3-46bf-bf8e-b13925729f31,gemini-3.1-pro,source_quality,1,1.0
0d4c2cdd-bbe3-46bf-bf8e-b13925729f31,gemini-3.1-pro,verifiability,1,1.0
0d890cc6-b7b7-408c-a998-14762482ec4e,gpt-5.5,accuracy,1,-1.0
0d890cc6-b7b7-408c-a998-14762482ec4e,gpt-5.5,clinical_utility,1,-1.0
0d890cc6-b7b7-408c-a998-14762482ec4e,gpt-5.5,completeness,1,-1.0
0d890cc6-b7b7-408c-a998-14762482ec4e,gpt-5.5,source_quality,1,1.0
0d890cc6-b7b7-408c-a998-14762482ec4e,gpt-5.5,verifiability,1,-1.0
0db2f16c-4e75-487d-8f18-c86adf050e5b,claude-opus-4-8,accuracy,1,0.0
0db2f16c-4e75-487d-8f18-c86adf050e5b,claude-opus-4-8,clinical_utility,1,1.0
0db2f16c-4e75-487d-8f18-c86adf050e5b,claude-opus-4-8,completeness,1,1.0
0db2f16c-4e75-487d-8f18-c86adf050e5b,claude-opus-4-8,source_quality,1,0.0
0db2f16c-4e75-487d-8f18-c86adf050e5b,claude-opus-4-8,verifiability,1,1.0
0db2f16c-4e75-487d-8f18-c86adf050e5b,gpt-5.5,accuracy,3,0.0
0db2f16c-4e75-487d-8f18-c86adf050e5b,gpt-5.5,clinical_utility,3,0.6666666666666666
0db2f16c-4e75-487d-8f18-c86adf050e5b,gpt-5.5,completeness,3,1.0
0db2f16c-4e75-487d-8f18-c86adf050e5b,gpt-5.5,source_quality,3,0.6666666666666666
0db2f16c-4e75-487d-8f18-c86adf050e5b,gpt-5.5,verifiability,3,0.6666666666666666
0e9e99f5-0600-4252-b018-3ac29deaf815,claude-opus-4-8,accuracy,1,0.0
0e9e99f5-0600-4252-b018-3ac29deaf815,claude-opus-4-8,clinical_utility,1,0.0
0e9e99f5-0600-4252-b018-3ac29deaf815,claude-opus-4-8,completeness,1,-1.0
0e9e99f5-0600-4252-b018-3ac29deaf815,claude-opus-4-8,source_quality,1,0.0
0e9e99f5-0600-4252-b018-3ac29deaf815,claude-opus-4-8,verifiability,1,1.0
0e9e99f5-0600-4252-b018-3ac29deaf815,gpt-5.5,accuracy,2,0.0
0e9e99f5-0600-4252-b018-3ac29deaf815,gpt-5.5,clinical_utility,2,0.0
0e9e99f5-0600-4252-b018-3ac29deaf815,gpt-5.5,completeness,2,-0.5
0e9e99f5-0600-4252-b018-3ac29deaf815,gpt-5.5,source_quality,2,0.5
0e9e99f5-0600-4252-b018-3ac29deaf815,gpt-5.5,verifiability,2,0.5
0f3cb0fa-837a-42a3-9b21-1d6dbd13cb9d,claude-opus-4-8,accuracy,2,0.0
0f3cb0fa-837a-42a3-9b21-1d6dbd13cb9d,claude-opus-4-8,clinical_utility,2,0.5
0f3cb0fa-837a-42a3-9b21-1d6dbd13cb9d,claude-opus-4-8,completeness,2,1.0
0f3cb0fa-837a-42a3-9b21-1d6dbd13cb9d,claude-opus-4-8,source_quality,2,0.5
0f3cb0fa-837a-42a3-9b21-1d6dbd13cb9d,claude-opus-4-8,verifiability,2,0.5
0f3cb0fa-837a-42a3-9b21-1d6dbd13cb9d,gpt-5.5,accuracy,1,0.0
0f3cb0fa-837a-42a3-9b21-1d6dbd13cb9d,gpt-5.5,clinical_utility,1,0.0
0f3cb0fa-837a-42a3-9b21-1d6dbd13cb9d,gpt-5.5,completeness,1,0.0
0f3cb0fa-837a-42a3-9b21-1d6dbd13cb9d,gpt-5.5,source_quality,1,0.0
0f3cb0fa-837a-42a3-9b21-1d6dbd13cb9d,gpt-5.5,verifiability,1,0.0
0f5b6ff2-0441-4f38-bdcc-97ffa20a2ac3,gemini-3.1-pro,accuracy,1,-1.0
0f5b6ff2-0441-4f38-bdcc-97ffa20a2ac3,gemini-3.1-pro,clinical_utility,1,1.0
0f5b6ff2-0441-4f38-bdcc-97ffa20a2ac3,gemini-3.1-pro,completeness,1,0.0
0f5b6ff2-0441-4f38-bdcc-97ffa20a2ac3,gemini-3.1-pro,source_quality,1,1.0
0f5b6ff2-0441-4f38-bdcc-97ffa20a2ac3,gemini-3.1-pro,verifiability,1,-1.0
0f5b6ff2-0441-4f38-bdcc-97ffa20a2ac3,gpt-5.5,accuracy,1,0.0
0f5b6ff2-0441-4f38-bdcc-97ffa20a2ac3,gpt-5.5,clinical_utility,1,-1.0
0f5b6ff2-0441-4f38-bdcc-97ffa20a2ac3,gpt-5.5,completeness,1,-1.0
0f5b6ff2-0441-4f38-bdcc-97ffa20a2ac3,gpt-5.5,source_quality,1,0.0
0f5b6ff2-0441-4f38-bdcc-97ffa20a2ac3,gpt-5.5,verifiability,1,0.0
0fe58bf9-136e-4789-b347-c020434f3e11,gemini-3.1-pro,accuracy,2,0.5
0fe58bf9-136e-4789-b347-c020434f3e11,gemini-3.1-pro,clinical_utility,2,0.0
0fe58bf9-136e-4789-b347-c020434f3e11,gemini-3.1-pro,completeness,2,0.0
0fe58bf9-136e-4789-b347-c020434f3e11,gemini-3.1-pro,source_quality,2,0.0
0fe58bf9-136e-4789-b347-c020434f3e11,gemini-3.1-pro,verifiability,2,0.5
0fe58bf9-136e-4789-b347-c020434f3e11,gpt-5.5,accuracy,1,1.0
0fe58bf9-136e-4789-b347-c020434f3e11,gpt-5.5,clinical_utility,1,1.0
0fe58bf9-136e-4789-b347-c020434f3e11,gpt-5.5,completeness,1,1.0
0fe58bf9-136e-4789-b347-c020434f3e11,gpt-5.5,source_quality,1,0.0
0fe58bf9-136e-4789-b347-c020434f3e11,gpt-5.5,verifiability,1,-1.0
107959cf-7af0-4bfe-8e53-7669f4d493de,gpt-5.5,accuracy,1,0.0
107959cf-7af0-4bfe-8e53-7669f4d493de,gpt-5.5,clinical_utility,1,1.0
107959cf-7af0-4bfe-8e53-7669f4d493de,gpt-5.5,completeness,1,1.0
107959cf-7af0-4bfe-8e53-7669f4d493de,gpt-5.5,source_quality,1,-1.0
107959cf-7af0-4bfe-8e53-7669f4d493de,gpt-5.5,verifiability,1,0.0
10875205-ddb7-4494-8de8-a908bdc3c4b1,claude-opus-4-8,accuracy,1,0.0
10875205-ddb7-4494-8de8-a908bdc3c4b1,claude-opus-4-8,clinical_utility,1,0.0
10875205-ddb7-4494-8de8-a908bdc3c4b1,claude-opus-4-8,completeness,1,0.0
10875205-ddb7-4494-8de8-a908bdc3c4b1,claude-opus-4-8,source_quality,1,0.0
10875205-ddb7-4494-8de8-a908bdc3c4b1,claude-opus-4-8,verifiability,1,0.0
10875205-ddb7-4494-8de8-a908bdc3c4b1,gpt-5.5,accuracy,1,1.0
10875205-ddb7-4494-8de8-a908bdc3c4b1,gpt-5.5,clinical_utility,1,1.0
10875205-ddb7-4494-8de8-a908bdc3c4b1,gpt-5.5,completeness,1,1.0
10875205-ddb7-4494-8de8-a908bdc3c4b1,gpt-5.5,source_quality,1,1.0
10875205-ddb7-4494-8de8-a908bdc3c4b1,gpt-5.5,verifiability,1,1.0
10d986a7-597d-4bb8-bb64-9243aebebeb9,claude-opus-4-8,accuracy,1,0.0
10d986a7-597d-4bb8-bb64-9243aebebeb9,claude-opus-4-8,clinical_utility,1,-1.0
10d986a7-597d-4bb8-bb64-9243aebebeb9,claude-opus-4-8,completeness,1,-1.0
10d986a7-597d-4bb8-bb64-9243aebebeb9,claude-opus-4-8,source_quality,1,1.0
10d986a7-597d-4bb8-bb64-9243aebebeb9,claude-opus-4-8,verifiability,1,-1.0
10ea5b48-7b43-4ba9-9ce0-299c12b40f94,claude-opus-4-8,accuracy,1,-1.0
10ea5b48-7b43-4ba9-9ce0-299c12b40f94,claude-opus-4-8,clinical_utility,1,1.0
10ea5b48-7b43-4ba9-9ce0-299c12b40f94,claude-opus-4-8,completeness,1,1.0
10ea5b48-7b43-4ba9-9ce0-299c12b40f94,claude-opus-4-8,source_quality,1,-1.0
10ea5b48-7b43-4ba9-9ce0-299c12b40f94,claude-opus-4-8,verifiability,1,0.0
10ea5b48-7b43-4ba9-9ce0-299c12b40f94,gemini-3.1-pro,accuracy,1,0.0
10ea5b48-7b43-4ba9-9ce0-299c12b40f94,gemini-3.1-pro,clinical_utility,1,1.0
10ea5b48-7b43-4ba9-9ce0-299c12b40f94,gemini-3.1-pro,completeness,1,1.0
10ea5b48-7b43-4ba9-9ce0-299c12b40f94,gemini-3.1-pro,source_quality,1,1.0
10ea5b48-7b43-4ba9-9ce0-299c12b40f94,gemini-3.1-pro,verifiability,1,1.0
11022d8e-cdb8-405e-a13c-17a4d383dc8b,gemini-3.1-pro,accuracy,2,-0.5
11022d8e-cdb8-405e-a13c-17a4d383dc8b,gemini-3.1-pro,clinical_utility,2,-1.0
11022d8e-cdb8-405e-a13c-17a4d383dc8b,gemini-3.1-pro,completeness,2,-1.0
11022d8e-cdb8-405e-a13c-17a4d383dc8b,gemini-3.1-pro,source_quality,2,-1.0
11022d8e-cdb8-405e-a13c-17a4d383dc8b,gemini-3.1-pro,verifiability,2,-0.5
1106cf17-8ad6-43ac-9d99-d9b8f1124484,claude-opus-4-8,accuracy,1,0.0
1106cf17-8ad6-43ac-9d99-d9b8f1124484,claude-opus-4-8,clinical_utility,1,-1.0
1106cf17-8ad6-43ac-9d99-d9b8f1124484,claude-opus-4-8,completeness,1,0.0
1106cf17-8ad6-43ac-9d99-d9b8f1124484,claude-opus-4-8,source_quality,1,0.0
1106cf17-8ad6-43ac-9d99-d9b8f1124484,claude-opus-4-8,verifiability,1,0.0
1106cf17-8ad6-43ac-9d99-d9b8f1124484,gemini-3.1-pro,accuracy,1,0.0
1106cf17-8ad6-43ac-9d99-d9b8f1124484,gemini-3.1-pro,clinical_utility,1,-1.0
1106cf17-8ad6-43ac-9d99-d9b8f1124484,gemini-3.1-pro,completeness,1,0.0
1106cf17-8ad6-43ac-9d99-d9b8f1124484,gemini-3.1-pro,source_quality,1,1.0
1106cf17-8ad6-43ac-9d99-d9b8f1124484,gemini-3.1-pro,verifiability,1,0.0
118415fb-c446-4f1a-9ba4-a75c4ce338f3,claude-opus-4-8,accuracy,2,0.5
118415fb-c446-4f1a-9ba4-a75c4ce338f3,claude-opus-4-8,clinical_utility,2,0.0
118415fb-c446-4f1a-9ba4-a75c4ce338f3,claude-opus-4-8,completeness,2,0.5
118415fb-c446-4f1a-9ba4-a75c4ce338f3,claude-opus-4-8,source_quality,2,0.5
118415fb-c446-4f1a-9ba4-a75c4ce338f3,claude-opus-4-8,verifiability,2,0.0
11b6cd2f-8770-4702-8331-9ce9595f7647,gemini-3.1-pro,accuracy,1,0.0
11b6cd2f-8770-4702-8331-9ce9595f7647,gemini-3.1-pro,clinical_utility,1,-1.0
11b6cd2f-8770-4702-8331-9ce9595f7647,gemini-3.1-pro,completeness,1,-1.0
11b6cd2f-8770-4702-8331-9ce9595f7647,gemini-3.1-pro,source_quality,1,1.0
11b6cd2f-8770-4702-8331-9ce9595f7647,gemini-3.1-pro,verifiability,1,0.0
11b6cd2f-8770-4702-8331-9ce9595f7647,gpt-5.5,accuracy,3,0.3333333333333333
11b6cd2f-8770-4702-8331-9ce9595f7647,gpt-5.5,clinical_utility,3,1.0
11b6cd2f-8770-4702-8331-9ce9595f7647,gpt-5.5,completeness,3,0.0
11b6cd2f-8770-4702-8331-9ce9595f7647,gpt-5.5,source_quality,3,0.6666666666666666
11b6cd2f-8770-4702-8331-9ce9595f7647,gpt-5.5,verifiability,3,0.3333333333333333
120f4352-9416-4cc5-8d39-9e3acaed2335,claude-opus-4-8,accuracy,1,0.0
120f4352-9416-4cc5-8d39-9e3acaed2335,claude-opus-4-8,clinical_utility,1,-1.0
120f4352-9416-4cc5-8d39-9e3acaed2335,claude-opus-4-8,completeness,1,0.0
120f4352-9416-4cc5-8d39-9e3acaed2335,claude-opus-4-8,source_quality,1,1.0
120f4352-9416-4cc5-8d39-9e3acaed2335,claude-opus-4-8,verifiability,1,1.0
120f4352-9416-4cc5-8d39-9e3acaed2335,gemini-3.1-pro,accuracy,1,0.0
120f4352-9416-4cc5-8d39-9e3acaed2335,gemini-3.1-pro,clinical_utility,1,1.0
120f4352-9416-4cc5-8d39-9e3acaed2335,gemini-3.1-pro,completeness,1,1.0
120f4352-9416-4cc5-8d39-9e3acaed2335,gemini-3.1-pro,source_quality,1,0.0
120f4352-9416-4cc5-8d39-9e3acaed2335,gemini-3.1-pro,verifiability,1,0.0
1251ff09-f34d-4486-9d64-bf120aa53cca,claude-opus-4-8,accuracy,1,0.0
1251ff09-f34d-4486-9d64-bf120aa53cca,claude-opus-4-8,clinical_utility,1,1.0
1251ff09-f34d-4486-9d64-bf120aa53cca,claude-opus-4-8,completeness,1,1.0
1251ff09-f34d-4486-9d64-bf120aa53cca,claude-opus-4-8,source_quality,1,1.0
1251ff09-f34d-4486-9d64-bf120aa53cca,claude-opus-4-8,verifiability,1,1.0
1251ff09-f34d-4486-9d64-bf120aa53cca,gpt-5.5,accuracy,1,0.0
1251ff09-f34d-4486-9d64-bf120aa53cca,gpt-5.5,clinical_utility,1,1.0
1251ff09-f34d-4486-9d64-bf120aa53cca,gpt-5.5,completeness,1,1.0
1251ff09-f34d-4486-9d64-bf120aa53cca,gpt-5.5,source_quality,1,1.0
1251ff09-f34d-4486-9d64-bf120aa53cca,gpt-5.5,verifiability,1,1.0
14431f35-a17e-4701-9579-9789eb008358,gpt-5.5,accuracy,1,1.0
14431f35-a17e-4701-9579-9789eb008358,gpt-5.5,clinical_utility,1,1.0
14431f35-a17e-4701-9579-9789eb008358,gpt-5.5,completeness,1,1.0
14431f35-a17e-4701-9579-9789eb008358,gpt-5.5,source_quality,1,1.0
14431f35-a17e-4701-9579-9789eb008358,gpt-5.5,verifiability,1,1.0
14544d08-1b72-4c94-b026-bdc55981d601,claude-opus-4-8,accuracy,2,0.5
14544d08-1b72-4c94-b026-bdc55981d601,claude-opus-4-8,clinical_utility,2,1.0
14544d08-1b72-4c94-b026-bdc55981d601,claude-opus-4-8,completeness,2,1.0
14544d08-1b72-4c94-b026-bdc55981d601,claude-opus-4-8,source_quality,2,0.0
14544d08-1b72-4c94-b026-bdc55981d601,claude-opus-4-8,verifiability,2,0.5
147393e1-de09-42d9-b9e6-258f211451eb,claude-opus-4-8,accuracy,1,0.0
147393e1-de09-42d9-b9e6-258f211451eb,claude-opus-4-8,clinical_utility,1,1.0
147393e1-de09-42d9-b9e6-258f211451eb,claude-opus-4-8,completeness,1,0.0
147393e1-de09-42d9-b9e6-258f211451eb,claude-opus-4-8,source_quality,1,0.0
147393e1-de09-42d9-b9e6-258f211451eb,claude-opus-4-8,verifiability,1,1.0
147393e1-de09-42d9-b9e6-258f211451eb,gemini-3.1-pro,accuracy,1,1.0
147393e1-de09-42d9-b9e6-258f211451eb,gemini-3.1-pro,clinical_utility,1,1.0
147393e1-de09-42d9-b9e6-258f211451eb,gemini-3.1-pro,completeness,1,1.0
147393e1-de09-42d9-b9e6-258f211451eb,gemini-3.1-pro,source_quality,1,1.0
147393e1-de09-42d9-b9e6-258f211451eb,gemini-3.1-pro,verifiability,1,1.0
14b65d01-fb0a-4c60-96b0-4f53c4b636cf,claude-opus-4-8,accuracy,2,0.5
14b65d01-fb0a-4c60-96b0-4f53c4b636cf,claude-opus-4-8,clinical_utility,2,1.0
14b65d01-fb0a-4c60-96b0-4f53c4b636cf,claude-opus-4-8,completeness,2,0.0
14b65d01-fb0a-4c60-96b0-4f53c4b636cf,claude-opus-4-8,source_quality,2,-0.5
14b65d01-fb0a-4c60-96b0-4f53c4b636cf,claude-opus-4-8,verifiability,2,0.0
14b65d01-fb0a-4c60-96b0-4f53c4b636cf,gpt-5.5,accuracy,2,0.0
14b65d01-fb0a-4c60-96b0-4f53c4b636cf,gpt-5.5,clinical_utility,2,0.0
14b65d01-fb0a-4c60-96b0-4f53c4b636cf,gpt-5.5,completeness,2,0.0
14b65d01-fb0a-4c60-96b0-4f53c4b636cf,gpt-5.5,source_quality,2,0.0
14b65d01-fb0a-4c60-96b0-4f53c4b636cf,gpt-5.5,verifiability,2,0.0
150c8362-0b46-4d76-b0a8-abade612cab5,gemini-3.1-pro,accuracy,1,1.0
150c8362-0b46-4d76-b0a8-abade612cab5,gemini-3.1-pro,clinical_utility,1,1.0
150c8362-0b46-4d76-b0a8-abade612cab5,gemini-3.1-pro,completeness,1,1.0
