question_id,opponent,judge,axis,vote
39ebbd5a-2034-40fb-89ed-31ea0df9d132,gemini-3.1-pro,grok-4.3,verifiability,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,claude-opus-4-8,grok-4.3,accuracy,0
39ebbd5a-2034-40fb-89ed-31ea0df9d132,claude-opus-4-8,grok-4.3,clinical_utility,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,claude-opus-4-8,grok-4.3,source_quality,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,claude-opus-4-8,grok-4.3,completeness,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,claude-opus-4-8,grok-4.3,verifiability,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,opus-4.8,accuracy,0
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,opus-4.8,clinical_utility,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,opus-4.8,source_quality,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,opus-4.8,completeness,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,opus-4.8,verifiability,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,gemini-3.5-flash,accuracy,0
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,gemini-3.5-flash,clinical_utility,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,gemini-3.5-flash,source_quality,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,gemini-3.5-flash,completeness,0
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,gemini-3.5-flash,verifiability,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,grok-4.3,accuracy,0
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,grok-4.3,clinical_utility,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,grok-4.3,source_quality,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,grok-4.3,completeness,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,grok-4.3,verifiability,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,opus-4.8,accuracy,0
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,opus-4.8,clinical_utility,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,opus-4.8,source_quality,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,opus-4.8,completeness,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,opus-4.8,verifiability,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,gpt-5.5,gpt-5.5,accuracy,-1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,gpt-5.5,gpt-5.5,clinical_utility,-1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,gpt-5.5,gpt-5.5,source_quality,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,gpt-5.5,gpt-5.5,completeness,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,gpt-5.5,gpt-5.5,verifiability,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,gemini-3.5-flash,accuracy,0
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,gemini-3.5-flash,clinical_utility,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,gemini-3.5-flash,source_quality,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,gemini-3.5-flash,completeness,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,gemini-3.5-flash,verifiability,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,gemini-3.1-pro,gpt-5.5,accuracy,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,gemini-3.1-pro,gpt-5.5,clinical_utility,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,gemini-3.1-pro,gpt-5.5,source_quality,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,gemini-3.1-pro,gpt-5.5,completeness,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,gemini-3.1-pro,gpt-5.5,verifiability,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,grok-4.3,accuracy,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,grok-4.3,clinical_utility,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,grok-4.3,source_quality,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,grok-4.3,completeness,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,grok-4.3,verifiability,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,opus-4.8,accuracy,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,opus-4.8,clinical_utility,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,opus-4.8,source_quality,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,opus-4.8,completeness,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,opus-4.8,verifiability,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,gemini-3.5-flash,accuracy,0
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,gemini-3.5-flash,source_quality,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,gemini-3.5-flash,completeness,0
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,gemini-3.5-flash,verifiability,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,opus-4.8,accuracy,0
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,opus-4.8,clinical_utility,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,opus-4.8,source_quality,0
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,opus-4.8,completeness,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,opus-4.8,verifiability,-1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,claude-opus-4-8,gpt-5.5,accuracy,-1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,claude-opus-4-8,gpt-5.5,clinical_utility,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,claude-opus-4-8,gpt-5.5,source_quality,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,claude-opus-4-8,gpt-5.5,completeness,1
39ebbd5a-2034-40fb-89ed-31ea0df9d132,claude-opus-4-8,gpt-5.5,verifiability,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,gpt-5.5,accuracy,0
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,gpt-5.5,clinical_utility,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,gpt-5.5,source_quality,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,gpt-5.5,completeness,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gpt-5.5,gpt-5.5,verifiability,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,grok-4.3,accuracy,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,grok-4.3,clinical_utility,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,grok-4.3,source_quality,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,grok-4.3,completeness,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,gemini-3.1-pro,grok-4.3,verifiability,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,grok-4.3,accuracy,0
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,grok-4.3,clinical_utility,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,grok-4.3,source_quality,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,grok-4.3,completeness,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,grok-4.3,verifiability,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,gemini-3.5-flash,accuracy,0
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,gemini-3.5-flash,clinical_utility,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,gemini-3.5-flash,source_quality,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,gemini-3.5-flash,completeness,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,gemini-3.5-flash,verifiability,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,opus-4.8,accuracy,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,opus-4.8,clinical_utility,0
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,opus-4.8,source_quality,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,opus-4.8,completeness,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,opus-4.8,verifiability,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,gemini-3.5-flash,accuracy,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,gemini-3.5-flash,clinical_utility,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,gemini-3.5-flash,source_quality,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,gemini-3.5-flash,completeness,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,gemini-3.5-flash,verifiability,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,gemini-3.5-flash,accuracy,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,gemini-3.5-flash,source_quality,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,gemini-3.5-flash,completeness,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,gemini-3.5-flash,verifiability,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,gpt-5.5,accuracy,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,gpt-5.5,clinical_utility,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,gpt-5.5,source_quality,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,gpt-5.5,completeness,0
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gpt-5.5,gpt-5.5,verifiability,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,opus-4.8,accuracy,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,opus-4.8,clinical_utility,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,opus-4.8,source_quality,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,opus-4.8,completeness,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,opus-4.8,verifiability,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,grok-4.3,accuracy,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,grok-4.3,clinical_utility,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,grok-4.3,source_quality,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,grok-4.3,completeness,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,grok-4.3,verifiability,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,grok-4.3,accuracy,0
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,grok-4.3,clinical_utility,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,grok-4.3,source_quality,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,grok-4.3,completeness,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,grok-4.3,verifiability,0
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,gemini-3.5-flash,accuracy,0
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,gemini-3.5-flash,clinical_utility,-1
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,gemini-3.5-flash,source_quality,0
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,gemini-3.5-flash,completeness,0
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,gemini-3.5-flash,verifiability,-1
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,grok-4.3,accuracy,0
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,grok-4.3,clinical_utility,0
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,grok-4.3,source_quality,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,grok-4.3,completeness,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,grok-4.3,verifiability,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,opus-4.8,accuracy,0
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,opus-4.8,clinical_utility,0
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,opus-4.8,source_quality,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,opus-4.8,completeness,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gpt-5.5,opus-4.8,verifiability,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,opus-4.8,accuracy,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,opus-4.8,clinical_utility,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,opus-4.8,source_quality,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,opus-4.8,completeness,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,opus-4.8,verifiability,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,gemini-3.5-flash,accuracy,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,gemini-3.5-flash,clinical_utility,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,gemini-3.5-flash,source_quality,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,gemini-3.5-flash,completeness,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,gemini-3.5-flash,verifiability,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,gpt-5.5,accuracy,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,gpt-5.5,clinical_utility,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,gpt-5.5,source_quality,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,gpt-5.5,completeness,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,gemini-3.1-pro,gpt-5.5,verifiability,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,opus-4.8,accuracy,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,opus-4.8,clinical_utility,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,opus-4.8,source_quality,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,opus-4.8,completeness,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,opus-4.8,verifiability,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,grok-4.3,accuracy,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,grok-4.3,clinical_utility,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,grok-4.3,source_quality,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,grok-4.3,completeness,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,grok-4.3,verifiability,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,gemini-3.5-flash,accuracy,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,gemini-3.5-flash,source_quality,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,gemini-3.5-flash,completeness,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,gemini-3.5-flash,verifiability,0
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,grok-4.3,accuracy,0
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,grok-4.3,clinical_utility,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,grok-4.3,source_quality,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,grok-4.3,completeness,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,grok-4.3,verifiability,1
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,gemini-3.5-flash,accuracy,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,gemini-3.5-flash,clinical_utility,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,gemini-3.5-flash,source_quality,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,gemini-3.5-flash,completeness,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,gemini-3.5-flash,verifiability,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,opus-4.8,accuracy,1
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,opus-4.8,clinical_utility,0
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,opus-4.8,source_quality,1
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,opus-4.8,completeness,0
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,opus-4.8,verifiability,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,gpt-5.5,accuracy,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,gpt-5.5,clinical_utility,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,gpt-5.5,source_quality,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,gpt-5.5,completeness,1
099b99f5-00b9-4abd-888d-2292ed70d0cc,claude-opus-4-8,gpt-5.5,verifiability,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,gpt-5.5,accuracy,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,gpt-5.5,clinical_utility,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,gpt-5.5,source_quality,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,gpt-5.5,completeness,1
be663bf0-f714-4935-a3e1-3aa4db45450a,gemini-3.1-pro,gpt-5.5,verifiability,1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,opus-4.8,accuracy,0
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,opus-4.8,clinical_utility,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,opus-4.8,source_quality,0
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,opus-4.8,completeness,1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,opus-4.8,verifiability,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,gpt-5.5,accuracy,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,gpt-5.5,clinical_utility,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,gpt-5.5,source_quality,1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,gpt-5.5,completeness,-1
5aac9b27-26a0-43c1-a79f-d3dd9326f96f,claude-opus-4-8,gpt-5.5,verifiability,0
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,gpt-5.5,accuracy,0
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,gpt-5.5,clinical_utility,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,gpt-5.5,source_quality,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,gpt-5.5,completeness,1
be663bf0-f714-4935-a3e1-3aa4db45450a,claude-opus-4-8,gpt-5.5,verifiability,1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,gemini-3.5-flash,accuracy,0
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,gemini-3.5-flash,clinical_utility,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,gemini-3.5-flash,source_quality,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,gemini-3.5-flash,completeness,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,gemini-3.5-flash,verifiability,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,grok-4.3,accuracy,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,grok-4.3,clinical_utility,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,grok-4.3,source_quality,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,grok-4.3,completeness,0
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,grok-4.3,verifiability,0
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,gemini-3.5-flash,accuracy,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,gemini-3.5-flash,source_quality,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,gemini-3.5-flash,completeness,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,gemini-3.5-flash,verifiability,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,grok-4.3,accuracy,0
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,grok-4.3,clinical_utility,0
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,grok-4.3,source_quality,0
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,grok-4.3,completeness,1
900ea1a4-a512-47a7-a06b-1906b0b25798,gpt-5.5,grok-4.3,verifiability,0
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,gpt-5.5,accuracy,1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,gpt-5.5,clinical_utility,1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,gpt-5.5,source_quality,0
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,gpt-5.5,completeness,1
900ea1a4-a512-47a7-a06b-1906b0b25798,claude-opus-4-8,gpt-5.5,verifiability,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,opus-4.8,accuracy,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,opus-4.8,clinical_utility,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,opus-4.8,source_quality,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,opus-4.8,completeness,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,opus-4.8,verifiability,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,grok-4.3,accuracy,1
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,grok-4.3,clinical_utility,1
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,grok-4.3,source_quality,1
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,grok-4.3,completeness,-1
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,grok-4.3,verifiability,0
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,gemini-3.5-flash,accuracy,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,gemini-3.5-flash,clinical_utility,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,gemini-3.5-flash,source_quality,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,gemini-3.5-flash,completeness,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,gemini-3.5-flash,verifiability,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,grok-4.3,accuracy,0
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,grok-4.3,clinical_utility,0
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,grok-4.3,source_quality,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,grok-4.3,completeness,0
8849edd2-b921-49e7-ad1f-b5224165f0a6,gpt-5.5,grok-4.3,verifiability,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,claude-opus-4-8,opus-4.8,accuracy,0
8849edd2-b921-49e7-ad1f-b5224165f0a6,claude-opus-4-8,opus-4.8,clinical_utility,1
8849edd2-b921-49e7-ad1f-b5224165f0a6,claude-opus-4-8,opus-4.8,source_quality,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,claude-opus-4-8,opus-4.8,completeness,1
8849edd2-b921-49e7-ad1f-b5224165f0a6,claude-opus-4-8,opus-4.8,verifiability,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,claude-opus-4-8,gemini-3.5-flash,accuracy,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,claude-opus-4-8,gemini-3.5-flash,clinical_utility,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,claude-opus-4-8,gemini-3.5-flash,source_quality,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,claude-opus-4-8,gemini-3.5-flash,completeness,-1
8849edd2-b921-49e7-ad1f-b5224165f0a6,claude-opus-4-8,gemini-3.5-flash,verifiability,0
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,opus-4.8,accuracy,0
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,opus-4.8,clinical_utility,1
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,opus-4.8,source_quality,0
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,opus-4.8,completeness,1
900ea1a4-a512-47a7-a06b-1906b0b25798,gemini-3.1-pro,opus-4.8,verifiability,-1
