question_id,provider,judge,axis,score_1to4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,opus-4.8,clinical_utility,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,opus-4.8,source_quality,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,opus-4.8,completeness,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,opus-4.8,verifiability,2
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,gemini-3.5-flash,accuracy,4
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,gemini-3.5-flash,clinical_utility,1
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,gemini-3.5-flash,source_quality,1
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,gemini-3.5-flash,completeness,1
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,gemini-3.5-flash,verifiability,2
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,gemini-3.5-flash,accuracy,4
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,gemini-3.5-flash,clinical_utility,4
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,gemini-3.5-flash,source_quality,4
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,gemini-3.5-flash,completeness,4
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,gemini-3.5-flash,verifiability,4
2592b8cc-a797-4735-b16c-cc521fa84d43,gemini-3.1-pro,gpt-5.5,accuracy,3
2592b8cc-a797-4735-b16c-cc521fa84d43,gemini-3.1-pro,gpt-5.5,clinical_utility,4
2592b8cc-a797-4735-b16c-cc521fa84d43,gemini-3.1-pro,gpt-5.5,source_quality,3
2592b8cc-a797-4735-b16c-cc521fa84d43,gemini-3.1-pro,gpt-5.5,completeness,4
2592b8cc-a797-4735-b16c-cc521fa84d43,gemini-3.1-pro,gpt-5.5,verifiability,2
21f17cb4-5fe0-40bb-8b01-07cfac459451,claude-opus-4-8,gpt-5.5,accuracy,3
21f17cb4-5fe0-40bb-8b01-07cfac459451,claude-opus-4-8,gpt-5.5,clinical_utility,4
21f17cb4-5fe0-40bb-8b01-07cfac459451,claude-opus-4-8,gpt-5.5,source_quality,3
21f17cb4-5fe0-40bb-8b01-07cfac459451,claude-opus-4-8,gpt-5.5,completeness,3
21f17cb4-5fe0-40bb-8b01-07cfac459451,claude-opus-4-8,gpt-5.5,verifiability,3
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,gpt-5.5,accuracy,3
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,gpt-5.5,clinical_utility,1
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,gpt-5.5,source_quality,1
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,gpt-5.5,completeness,1
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,gpt-5.5,verifiability,2
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,grok-4.3,accuracy,4
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,grok-4.3,clinical_utility,3
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,grok-4.3,source_quality,1
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,grok-4.3,completeness,3
2592b8cc-a797-4735-b16c-cc521fa84d43,gpt-5.5,grok-4.3,verifiability,2
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,opus-4.8,accuracy,3
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,opus-4.8,clinical_utility,4
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,opus-4.8,source_quality,3
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,opus-4.8,completeness,4
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,opus-4.8,verifiability,2
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,opus-4.8,accuracy,2
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,opus-4.8,clinical_utility,2
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,opus-4.8,source_quality,1
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,opus-4.8,completeness,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,opus-4.8,verifiability,1
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,grok-4.3,accuracy,3
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,grok-4.3,clinical_utility,4
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,grok-4.3,source_quality,2
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,grok-4.3,completeness,4
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,grok-4.3,verifiability,2
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,gemini-3.5-flash,accuracy,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,gemini-3.5-flash,clinical_utility,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,gemini-3.5-flash,source_quality,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,gemini-3.5-flash,completeness,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,gemini-3.5-flash,verifiability,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,opus-4.8,accuracy,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,opus-4.8,clinical_utility,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,opus-4.8,source_quality,2
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,opus-4.8,completeness,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,opus-4.8,verifiability,2
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,opus-4.8,accuracy,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,opus-4.8,clinical_utility,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,opus-4.8,source_quality,2
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,opus-4.8,completeness,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,opus-4.8,verifiability,2
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,gemini-3.5-flash,accuracy,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,gemini-3.5-flash,clinical_utility,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,gemini-3.5-flash,source_quality,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,gemini-3.5-flash,completeness,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,gemini-3.5-flash,verifiability,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,gemini-3.5-flash,accuracy,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,gemini-3.5-flash,source_quality,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,gemini-3.5-flash,completeness,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,gemini-3.5-flash,verifiability,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,grok-4.3,accuracy,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,grok-4.3,clinical_utility,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,grok-4.3,source_quality,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,grok-4.3,completeness,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,grok-4.3,verifiability,3
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,opus-4.8,accuracy,4
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,opus-4.8,clinical_utility,4
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,opus-4.8,source_quality,3
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,opus-4.8,completeness,4
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,opus-4.8,verifiability,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,gemini-3.5-flash,accuracy,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,gemini-3.5-flash,clinical_utility,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,gemini-3.5-flash,source_quality,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,gemini-3.5-flash,completeness,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,gemini-3.5-flash,verifiability,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,grok-4.3,accuracy,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,grok-4.3,clinical_utility,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,grok-4.3,source_quality,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,grok-4.3,completeness,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,grok-4.3,verifiability,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,gpt-5.5,accuracy,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,gpt-5.5,clinical_utility,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,gpt-5.5,source_quality,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,gpt-5.5,completeness,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,gpt-5.5,verifiability,3
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,opus-4.8,accuracy,3
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,opus-4.8,clinical_utility,3
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,opus-4.8,source_quality,2
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,opus-4.8,completeness,3
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,opus-4.8,verifiability,2
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,gpt-5.5,accuracy,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,gpt-5.5,clinical_utility,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,gpt-5.5,source_quality,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,gpt-5.5,completeness,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,claude-opus-4-8,gpt-5.5,verifiability,2
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,grok-4.3,accuracy,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,grok-4.3,clinical_utility,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,grok-4.3,source_quality,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,grok-4.3,completeness,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,openevidence,grok-4.3,verifiability,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,grok-4.3,accuracy,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,grok-4.3,clinical_utility,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,grok-4.3,source_quality,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,grok-4.3,completeness,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,grok-4.3,verifiability,3
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,grok-4.3,accuracy,3
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,grok-4.3,clinical_utility,4
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,grok-4.3,source_quality,3
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,grok-4.3,completeness,3
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,grok-4.3,verifiability,3
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,gemini-3.5-flash,accuracy,4
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,gemini-3.5-flash,clinical_utility,4
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,gemini-3.5-flash,source_quality,4
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,gemini-3.5-flash,completeness,4
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,gemini-3.5-flash,verifiability,4
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,opus-4.8,accuracy,4
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,opus-4.8,clinical_utility,4
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,opus-4.8,source_quality,3
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,opus-4.8,completeness,4
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,opus-4.8,verifiability,3
29799072-170b-46a5-817c-f5ffb9433286,openevidence,opus-4.8,accuracy,3
29799072-170b-46a5-817c-f5ffb9433286,openevidence,opus-4.8,clinical_utility,3
29799072-170b-46a5-817c-f5ffb9433286,openevidence,opus-4.8,source_quality,3
29799072-170b-46a5-817c-f5ffb9433286,openevidence,opus-4.8,completeness,3
29799072-170b-46a5-817c-f5ffb9433286,openevidence,opus-4.8,verifiability,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,gpt-5.5,accuracy,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,gpt-5.5,clinical_utility,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,gpt-5.5,source_quality,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,gpt-5.5,completeness,4
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gpt-5.5,gpt-5.5,verifiability,3
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,gemini-3.5-flash,accuracy,4
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,4
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,gemini-3.5-flash,source_quality,3
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,gemini-3.5-flash,completeness,4
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,gemini-3.5-flash,verifiability,4
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,grok-4.3,accuracy,3
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,grok-4.3,clinical_utility,4
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,grok-4.3,source_quality,2
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,grok-4.3,completeness,3
29799072-170b-46a5-817c-f5ffb9433286,gemini-3.1-pro,grok-4.3,verifiability,2
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,gemini-3.5-flash,accuracy,4
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,gemini-3.5-flash,clinical_utility,4
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,gemini-3.5-flash,source_quality,4
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,gemini-3.5-flash,completeness,4
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,gemini-3.5-flash,verifiability,4
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,opus-4.8,accuracy,4
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,opus-4.8,clinical_utility,4
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,opus-4.8,source_quality,3
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,opus-4.8,completeness,4
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,opus-4.8,verifiability,3
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,gpt-5.5,accuracy,4
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,gpt-5.5,clinical_utility,4
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,gpt-5.5,source_quality,3
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,gpt-5.5,completeness,4
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,gpt-5.5,verifiability,3
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,grok-4.3,accuracy,4
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,grok-4.3,clinical_utility,4
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,grok-4.3,source_quality,3
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,grok-4.3,completeness,3
29799072-170b-46a5-817c-f5ffb9433286,gpt-5.5,grok-4.3,verifiability,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,opus-4.8,accuracy,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,opus-4.8,clinical_utility,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,opus-4.8,source_quality,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,opus-4.8,completeness,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,opus-4.8,verifiability,3
29799072-170b-46a5-817c-f5ffb9433286,openevidence,gemini-3.5-flash,accuracy,4
29799072-170b-46a5-817c-f5ffb9433286,openevidence,gemini-3.5-flash,clinical_utility,4
29799072-170b-46a5-817c-f5ffb9433286,openevidence,gemini-3.5-flash,source_quality,3
29799072-170b-46a5-817c-f5ffb9433286,openevidence,gemini-3.5-flash,completeness,4
29799072-170b-46a5-817c-f5ffb9433286,openevidence,gemini-3.5-flash,verifiability,3
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,gemini-3.5-flash,accuracy,4
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,gemini-3.5-flash,clinical_utility,4
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,gemini-3.5-flash,source_quality,3
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,gemini-3.5-flash,completeness,4
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,gemini-3.5-flash,verifiability,4
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,grok-4.3,accuracy,4
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,grok-4.3,clinical_utility,4
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,grok-4.3,source_quality,2
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,grok-4.3,completeness,3
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,grok-4.3,verifiability,3
29799072-170b-46a5-817c-f5ffb9433286,openevidence,grok-4.3,accuracy,3
29799072-170b-46a5-817c-f5ffb9433286,openevidence,grok-4.3,clinical_utility,4
29799072-170b-46a5-817c-f5ffb9433286,openevidence,grok-4.3,source_quality,2
29799072-170b-46a5-817c-f5ffb9433286,openevidence,grok-4.3,completeness,3
29799072-170b-46a5-817c-f5ffb9433286,openevidence,grok-4.3,verifiability,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,opus-4.8,accuracy,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,opus-4.8,clinical_utility,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,opus-4.8,source_quality,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,opus-4.8,completeness,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,opus-4.8,verifiability,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,gpt-5.5,accuracy,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,gpt-5.5,clinical_utility,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,gpt-5.5,source_quality,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,gpt-5.5,completeness,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,gpt-5.5,verifiability,3
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,gpt-5.5,accuracy,3
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,gpt-5.5,clinical_utility,4
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,gpt-5.5,source_quality,2
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,gpt-5.5,completeness,3
2bb555d5-1921-4350-8007-38b18e9cddc6,claude-opus-4-8,gpt-5.5,verifiability,2
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,gemini-3.5-flash,accuracy,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,gemini-3.5-flash,clinical_utility,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,gemini-3.5-flash,source_quality,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,gemini-3.5-flash,completeness,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,gemini-3.5-flash,verifiability,3
2bb555d5-1921-4350-8007-38b18e9cddc6,openevidence,opus-4.8,accuracy,4
2bb555d5-1921-4350-8007-38b18e9cddc6,openevidence,opus-4.8,clinical_utility,4
2bb555d5-1921-4350-8007-38b18e9cddc6,openevidence,opus-4.8,source_quality,4
2bb555d5-1921-4350-8007-38b18e9cddc6,openevidence,opus-4.8,completeness,4
2bb555d5-1921-4350-8007-38b18e9cddc6,openevidence,opus-4.8,verifiability,3
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,gpt-5.5,accuracy,3
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,gpt-5.5,clinical_utility,3
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,gpt-5.5,source_quality,3
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,gpt-5.5,completeness,3
29799072-170b-46a5-817c-f5ffb9433286,claude-opus-4-8,gpt-5.5,verifiability,2
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,gpt-5.5,accuracy,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,gpt-5.5,clinical_utility,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,gpt-5.5,source_quality,2
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,gpt-5.5,completeness,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,gpt-5.5,verifiability,2
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,gpt-5.5,accuracy,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,gpt-5.5,clinical_utility,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,gpt-5.5,source_quality,2
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,gpt-5.5,completeness,3
27d07305-fe4d-4151-8bd3-f4262b06c2b5,gemini-3.1-pro,gpt-5.5,verifiability,2
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,gemini-3.5-flash,accuracy,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,gemini-3.5-flash,clinical_utility,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,gemini-3.5-flash,source_quality,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,gemini-3.5-flash,completeness,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,gemini-3.5-flash,verifiability,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,grok-4.3,accuracy,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,grok-4.3,clinical_utility,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,grok-4.3,source_quality,2
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,grok-4.3,completeness,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gpt-5.5,grok-4.3,verifiability,2
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,grok-4.3,accuracy,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,grok-4.3,clinical_utility,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,grok-4.3,source_quality,3
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,grok-4.3,completeness,4
2bb555d5-1921-4350-8007-38b18e9cddc6,gemini-3.1-pro,grok-4.3,verifiability,3
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,claude-opus-4-8,opus-4.8,accuracy,4
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,claude-opus-4-8,opus-4.8,clinical_utility,4
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,claude-opus-4-8,opus-4.8,source_quality,3
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,claude-opus-4-8,opus-4.8,completeness,4
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,claude-opus-4-8,opus-4.8,verifiability,3
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,gemini-3.1-pro,opus-4.8,accuracy,3
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,gemini-3.1-pro,opus-4.8,clinical_utility,3
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,gemini-3.1-pro,opus-4.8,source_quality,2
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,gemini-3.1-pro,opus-4.8,completeness,3
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,gemini-3.1-pro,opus-4.8,verifiability,2
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,gpt-5.5,accuracy,3
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,gpt-5.5,clinical_utility,3
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,gpt-5.5,source_quality,3
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,gpt-5.5,completeness,3
2592b8cc-a797-4735-b16c-cc521fa84d43,openevidence,gpt-5.5,verifiability,3
2bb555d5-1921-4350-8007-38b18e9cddc6,openevidence,gemini-3.5-flash,accuracy,4
2bb555d5-1921-4350-8007-38b18e9cddc6,openevidence,gemini-3.5-flash,clinical_utility,4
2bb555d5-1921-4350-8007-38b18e9cddc6,openevidence,gemini-3.5-flash,source_quality,4
2bb555d5-1921-4350-8007-38b18e9cddc6,openevidence,gemini-3.5-flash,completeness,4
2bb555d5-1921-4350-8007-38b18e9cddc6,openevidence,gemini-3.5-flash,verifiability,4
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,claude-opus-4-8,gemini-3.5-flash,accuracy,4
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,claude-opus-4-8,gemini-3.5-flash,clinical_utility,4
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,claude-opus-4-8,gemini-3.5-flash,source_quality,3
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,claude-opus-4-8,gemini-3.5-flash,completeness,4
2c127941-6e21-4787-bc5b-db7fe9c1f2d6,claude-opus-4-8,gemini-3.5-flash,verifiability,3
